Operation,Run,Time (seconds)
Decode,1513,32.06ms
Encode,1513,960.08µs
Decode,1513,9.74ms
Decode,1514,4.86ms
Encode,1514,857.46µs
Decode,1514,3.66ms
Decode,1515,4.49ms
Encode,1515,934.79µs
Decode,1515,4.78ms
Decode,1516,4.36ms
Encode,1516,967.42µs
Decode,1516,4.42ms
Decode,1517,4.53ms
Encode,1517,929.17µs
Decode,1517,4.49ms
Decode,1518,4.59ms
Encode,1518,940.67µs
Decode,1518,4.70ms
Decode,1519,4.75ms
Encode,1519,1.06ms
Decode,1519,4.67ms
Decode,1520,4.67ms
Encode,1520,944.58µs
Decode,1520,4.21ms
Decode,1521,4.49ms
Encode,1521,1.16ms
Decode,1521,4.28ms
Decode,1522,4.17ms
Encode,1522,868.25µs
Decode,1522,4.76ms
Decode,1523,4.42ms
Encode,1523,1.02ms
Decode,1523,3.66ms
Decode,1524,4.51ms
Encode,1524,910.08µs
Decode,1524,3.52ms
Decode,1525,4.53ms
Encode,1525,924.00µs
Decode,1525,4.19ms
Decode,1526,3.62ms
Encode,1526,891.04µs
Decode,1526,5.19ms
Decode,1527,3.88ms
Encode,1527,1.02ms
Decode,1527,3.92ms
Decode,1528,4.08ms
Encode,1528,1.01ms
Decode,1528,3.85ms
Decode,1529,5.00ms
Encode,1529,1.14ms
Decode,1529,4.94ms
Decode,1530,4.78ms
Encode,1530,1.03ms
Decode,1530,4.68ms
Decode,1531,5.28ms
Encode,1531,1.36ms
Decode,1531,4.32ms
Decode,1532,4.14ms
Encode,1532,1.04ms
Decode,1532,4.67ms
Decode,1533,3.96ms
Encode,1533,968.29µs
Decode,1533,4.86ms
Decode,1534,4.60ms
Encode,1534,971.29µs
Decode,1534,4.78ms
Decode,1535,3.78ms
Encode,1535,893.83µs
Decode,1535,4.47ms
Decode,1536,4.30ms
Encode,1536,1.17ms
Decode,1536,3.95ms
Decode,1537,3.96ms
Encode,1537,941.42µs
Decode,1537,3.60ms
Decode,1538,3.87ms
Encode,1538,845.58µs
Decode,1538,3.70ms
Decode,1539,3.67ms
Encode,1539,935.33µs
Decode,1539,4.01ms
Decode,1540,3.74ms
Encode,1540,911.71µs
Decode,1540,3.86ms
Decode,1541,3.85ms
Encode,1541,1.23ms
Decode,1541,3.63ms
Decode,1542,3.82ms
Encode,1542,836.46µs
Decode,1542,3.49ms
Decode,1543,3.50ms
Encode,1543,842.88µs
Decode,1543,3.91ms
Decode,1544,4.39ms
Encode,1544,1.08ms
Decode,1544,4.25ms
Decode,1545,3.91ms
Encode,1545,941.58µs
Decode,1545,4.10ms
Decode,1546,3.94ms
Encode,1546,983.50µs
Decode,1546,4.03ms
Decode,1547,4.42ms
Encode,1547,1.03ms
Decode,1547,4.50ms
Decode,1548,3.93ms
Encode,1548,900.42µs
Decode,1548,4.59ms
Decode,1549,3.83ms
Encode,1549,963.21µs
Decode,1549,4.70ms
Decode,1550,4.90ms
Encode,1550,1.17ms
Decode,1550,4.32ms
Decode,1551,4.65ms
Encode,1551,961.83µs
Decode,1551,4.84ms
Decode,1552,4.48ms
Encode,1552,1.04ms
Decode,1552,5.51ms
Decode,1553,4.64ms
Encode,1553,1.27ms
Decode,1553,5.98ms
Decode,1554,4.06ms
Encode,1554,1.26ms
Decode,1554,5.26ms
Decode,1555,5.88ms
Encode,1555,904.71µs
Decode,1555,3.92ms
Decode,1556,3.78ms
Encode,1556,940.33µs
Decode,1556,4.27ms
Decode,1557,3.57ms
Encode,1557,871.54µs
Decode,1557,3.77ms
Decode,1558,4.15ms
Encode,1558,987.88µs
Decode,1558,3.61ms
Decode,1559,3.50ms
Encode,1559,952.92µs
Decode,1559,4.07ms
Decode,1560,3.92ms
Encode,1560,806.46µs
Decode,1560,4.23ms
Decode,1561,3.72ms
Encode,1561,924.00µs
Decode,1561,4.13ms
Decode,1562,3.76ms
Encode,1562,1.04ms
Decode,1562,3.97ms
Decode,1563,3.75ms
Encode,1563,1.10ms
Decode,1563,4.68ms
Decode,1564,3.80ms
Encode,1564,992.13µs
Decode,1564,4.40ms
Decode,1565,3.90ms
Encode,1565,1.02ms
Decode,1565,3.99ms
Decode,1566,3.39ms
Encode,1566,764.71µs
Decode,1566,4.05ms
Decode,1567,3.40ms
Encode,1567,801.21µs
Decode,1567,3.89ms
Decode,1568,3.48ms
Encode,1568,1.13ms
Decode,1568,4.21ms
Decode,1569,3.75ms
Encode,1569,983.83µs
Decode,1569,4.02ms
Decode,1570,3.82ms
Encode,1570,1.16ms
Decode,1570,3.90ms
Decode,1571,4.28ms
Encode,1571,951.79µs
Decode,1571,3.59ms
Decode,1572,3.86ms
Encode,1572,998.71µs
Decode,1572,4.06ms
Decode,1573,3.53ms
Encode,1573,845.04µs
Decode,1573,3.73ms
Decode,1574,3.52ms
Encode,1574,890.42µs
Decode,1574,3.91ms
Decode,1575,3.46ms
Encode,1575,927.58µs
Decode,1575,3.58ms
Decode,1576,3.36ms
Encode,1576,794.04µs
Decode,1576,3.85ms
Decode,1577,3.42ms
Encode,1577,833.92µs
Decode,1577,3.95ms
Decode,1578,3.89ms
Encode,1578,988.46µs
Decode,1578,3.84ms
Decode,1579,3.86ms
Encode,1579,963.13µs
Decode,1579,3.58ms
Decode,1580,3.69ms
Encode,1580,930.88µs
Decode,1580,3.83ms
Decode,1581,3.81ms
Encode,1581,948.00µs
Decode,1581,3.97ms
Decode,1582,3.84ms
Encode,1582,876.46µs
Decode,1582,4.08ms
Decode,1583,3.61ms
Encode,1583,928.38µs
Decode,1583,4.09ms
Decode,1584,3.57ms
Encode,1584,1.04ms
Decode,1584,3.81ms
Decode,1585,3.94ms
Encode,1585,858.25µs
Decode,1585,3.73ms
Decode,1586,4.19ms
Encode,1586,984.96µs
Decode,1586,3.79ms
Decode,1587,4.04ms
Encode,1587,906.83µs
Decode,1587,3.87ms
Decode,1588,3.68ms
Encode,1588,878.04µs
Decode,1588,4.04ms
Decode,1589,3.68ms
Encode,1589,1.04ms
Decode,1589,4.07ms
Decode,1590,3.79ms
Encode,1590,879.67µs
Decode,1590,4.06ms
Decode,1591,3.78ms
Encode,1591,942.79µs
Decode,1591,3.88ms
Decode,1592,3.97ms
Encode,1592,885.38µs
Decode,1592,3.58ms
Decode,1593,3.88ms
Encode,1593,883.50µs
Decode,1593,3.74ms
Decode,1594,3.55ms
Encode,1594,947.17µs
Decode,1594,3.69ms
Decode,1595,3.81ms
Encode,1595,943.54µs
Decode,1595,3.98ms
Decode,1596,3.99ms
Encode,1596,898.63µs
Decode,1596,4.21ms
Decode,1597,3.46ms
Encode,1597,861.38µs
Decode,1597,3.94ms
Decode,1598,3.48ms
Encode,1598,851.88µs
Decode,1598,4.07ms
Decode,1599,3.50ms
Encode,1599,849.25µs
Decode,1599,4.01ms
Decode,1600,3.66ms
Encode,1600,1.22ms
Decode,1600,3.90ms
Decode,1601,4.42ms
Encode,1601,1.00ms
Decode,1601,5.01ms
Decode,1602,4.23ms
Encode,1602,1.00ms
Decode,1602,4.23ms
Decode,1603,3.61ms
Encode,1603,982.21µs
Decode,1603,4.51ms
Decode,1604,3.67ms
Encode,1604,1.02ms
Decode,1604,4.44ms
Decode,1605,4.24ms
Encode,1605,913.25µs
Decode,1605,3.97ms
Decode,1606,4.88ms
Encode,1606,1.09ms
Decode,1606,4.71ms
Decode,1607,3.73ms
Encode,1607,1.04ms
Decode,1607,4.23ms
Decode,1608,3.81ms
Encode,1608,916.54µs
Decode,1608,3.93ms
Decode,1609,4.31ms
Encode,1609,953.58µs
Decode,1609,4.18ms
Decode,1610,3.67ms
Encode,1610,878.67µs
Decode,1610,4.48ms
Decode,1611,3.65ms
Encode,1611,1.00ms
Decode,1611,4.57ms
Decode,1612,31.68ms
Encode,1612,961.25µs
Decode,1612,7.61ms
Decode,1613,4.74ms
Encode,1613,968.54µs
Decode,1613,3.70ms
Decode,1614,3.86ms
Encode,1614,871.88µs
Decode,1614,3.65ms
Decode,1615,3.66ms
Encode,1615,922.38µs
Decode,1615,4.24ms
Decode,1616,3.95ms
Encode,1616,896.63µs
Decode,1616,4.10ms
Decode,1617,4.12ms
Encode,1617,1.05ms
Decode,1617,3.88ms
Decode,1618,4.07ms
Encode,1618,887.58µs
Decode,1618,3.83ms
Decode,1619,3.37ms
Encode,1619,781.58µs
Decode,1619,3.77ms
Decode,1620,4.05ms
Encode,1620,948.79µs
Decode,1620,3.88ms
Decode,1621,4.05ms
Encode,1621,932.96µs
Decode,1621,4.11ms
Decode,1622,3.73ms
Encode,1622,906.17µs
Decode,1622,4.06ms
Decode,1623,4.16ms
Encode,1623,1.01ms
Decode,1623,3.87ms
Decode,1624,4.08ms
Encode,1624,827.50µs
Decode,1624,3.73ms
Decode,1625,3.98ms
Encode,1625,1.01ms
Decode,1625,4.05ms
Decode,1626,4.19ms
Encode,1626,909.13µs
Decode,1626,3.66ms
Decode,1627,3.76ms
Encode,1627,945.00µs
Decode,1627,4.18ms
Decode,1628,3.88ms
Encode,1628,1.06ms
Decode,1628,4.09ms
Decode,1629,3.61ms
Encode,1629,784.75µs
Decode,1629,4.01ms
Decode,1630,3.76ms
Encode,1630,1.12ms
Decode,1630,4.09ms
Decode,1631,3.80ms
Encode,1631,1.14ms
Decode,1631,3.81ms
Decode,1632,4.23ms
Encode,1632,933.79µs
Decode,1632,3.66ms
Decode,1633,3.59ms
Encode,1633,868.88µs
Decode,1633,4.19ms
Decode,1634,4.35ms
Encode,1634,859.63µs
Decode,1634,4.08ms
Decode,1635,4.44ms
Encode,1635,1.02ms
Decode,1635,3.65ms
Decode,1636,4.34ms
Encode,1636,967.04µs
Decode,1636,3.91ms
Decode,1637,3.71ms
Encode,1637,853.33µs
Decode,1637,4.18ms
Decode,1638,3.71ms
Encode,1638,1.26ms
Decode,1638,4.54ms
Decode,1639,3.95ms
Encode,1639,1.00ms
Decode,1639,4.12ms
Decode,1640,3.82ms
Encode,1640,944.38µs
Decode,1640,4.27ms
Decode,1641,3.49ms
Encode,1641,964.17µs
Decode,1641,4.05ms
Decode,1642,4.16ms
Encode,1642,921.42µs
Decode,1642,3.67ms
Decode,1643,3.73ms
Encode,1643,843.83µs
Decode,1643,3.97ms
Decode,1644,3.70ms
Encode,1644,887.67µs
Decode,1644,4.36ms
Decode,1645,3.59ms
Encode,1645,1.04ms
Decode,1645,4.22ms
Decode,1646,3.84ms
Encode,1646,945.46µs
Decode,1646,4.07ms
Decode,1647,4.18ms
Encode,1647,940.29µs
Decode,1647,4.35ms
Decode,1648,4.43ms
Encode,1648,872.88µs
Decode,1648,3.74ms
Decode,1649,3.68ms
Encode,1649,888.21µs
Decode,1649,4.27ms
Decode,1650,4.76ms
Encode,1650,1.04ms
Decode,1650,4.29ms
Decode,1651,3.72ms
Encode,1651,995.96µs
Decode,1651,3.71ms
Decode,1652,3.98ms
Encode,1652,847.54µs
Decode,1652,4.96ms
Decode,1653,4.15ms
Encode,1653,1.05ms
Decode,1653,4.31ms
Decode,1654,3.58ms
Encode,1654,832.63µs
Decode,1654,5.44ms
Decode,1655,4.69ms
Encode,1655,886.63µs
Decode,1655,4.69ms
Decode,1656,3.96ms
Encode,1656,876.13µs
Decode,1656,4.33ms
Decode,1657,3.72ms
Encode,1657,943.38µs
Decode,1657,4.68ms
Decode,1658,4.03ms
Encode,1658,1.07ms
Decode,1658,4.97ms
Decode,1659,4.19ms
Encode,1659,1.00ms
Decode,1659,3.89ms
Decode,1660,4.34ms
Encode,1660,1.08ms
Decode,1660,4.93ms
Decode,1661,4.48ms
Encode,1661,1.00ms
Decode,1661,4.65ms
Decode,1662,4.10ms
Encode,1662,943.33µs
Decode,1662,4.25ms
Decode,1663,4.22ms
Encode,1663,1.05ms
Decode,1663,3.91ms
Decode,1664,4.74ms
Encode,1664,850.50µs
Decode,1664,4.76ms
Decode,1665,3.51ms
Encode,1665,876.21µs
Decode,1665,4.46ms
Decode,1666,4.08ms
Encode,1666,1.13ms
Decode,1666,4.60ms
Decode,1667,4.57ms
Encode,1667,1.03ms
Decode,1667,5.43ms
Decode,1668,4.56ms
Encode,1668,1.43ms
Decode,1668,4.33ms
Decode,1669,3.99ms
Encode,1669,947.33µs
Decode,1669,4.56ms
Decode,1670,4.53ms
Encode,1670,886.79µs
Decode,1670,4.79ms
Decode,1671,4.33ms
Encode,1671,1.03ms
Decode,1671,4.33ms
Decode,1672,3.85ms
Encode,1672,933.71µs
Decode,1672,4.73ms
Decode,1673,4.80ms
Encode,1673,983.63µs
Decode,1673,4.12ms
Decode,1674,4.33ms
Encode,1674,949.67µs
Decode,1674,4.82ms
Decode,1675,34.88ms
Encode,1675,2.31ms
Decode,1675,7.50ms
Decode,1676,4.07ms
Encode,1676,941.29µs
Decode,1676,4.97ms
Decode,1677,4.51ms
Encode,1677,1.01ms
Decode,1677,3.99ms
Decode,1678,3.74ms
Encode,1678,979.88µs
Decode,1678,3.77ms
Decode,1679,3.78ms
Encode,1679,894.63µs
Decode,1679,3.71ms
Decode,1680,4.21ms
Encode,1680,967.13µs
Decode,1680,4.72ms
Decode,1681,4.01ms
Encode,1681,1.02ms
Decode,1681,4.80ms
Decode,1682,3.56ms
Encode,1682,1.02ms
Decode,1682,4.42ms
Decode,1683,4.24ms
Encode,1683,959.50µs
Decode,1683,3.74ms
Decode,1684,3.89ms
Encode,1684,1.03ms
Decode,1684,4.59ms
Decode,1685,3.74ms
Encode,1685,1.07ms
Decode,1685,4.19ms
Decode,1686,3.73ms
Encode,1686,1.06ms
Decode,1686,4.21ms
Decode,1687,3.62ms
Encode,1687,835.54µs
Decode,1687,4.40ms
Decode,1688,3.43ms
Encode,1688,936.71µs
Decode,1688,3.84ms
Decode,1689,4.10ms
Encode,1689,1.12ms
Decode,1689,3.93ms
Decode,1690,4.63ms
Encode,1690,1.14ms
Decode,1690,4.65ms
Decode,1691,4.59ms
Encode,1691,1.02ms
Decode,1691,4.23ms
Decode,1692,4.67ms
Encode,1692,1.23ms
Decode,1692,5.28ms
Decode,1693,4.70ms
Encode,1693,993.63µs
Decode,1693,4.40ms
Decode,1694,3.63ms
Encode,1694,965.58µs
Decode,1694,4.59ms
Decode,1695,3.78ms
Encode,1695,925.13µs
Decode,1695,4.39ms
Decode,1696,4.64ms
Encode,1696,1.13ms
Decode,1696,4.55ms
Decode,1697,4.33ms
Encode,1697,960.42µs
Decode,1697,5.15ms
Decode,1698,4.22ms
Encode,1698,1.09ms
Decode,1698,3.76ms
Decode,1699,4.16ms
Encode,1699,963.88µs
Decode,1699,3.75ms
Decode,1700,4.63ms
Encode,1700,1.02ms
Decode,1700,4.10ms
Decode,1701,4.35ms
Encode,1701,1.06ms
Decode,1701,5.04ms
Decode,1702,4.30ms
Encode,1702,1.30ms
Decode,1702,4.88ms
Decode,1703,4.78ms
Encode,1703,1.13ms
Decode,1703,4.79ms
Decode,1704,4.48ms
Encode,1704,969.29µs
Decode,1704,4.26ms
Decode,1705,3.75ms
Encode,1705,962.04µs
Decode,1705,4.60ms
Decode,1706,4.48ms
Encode,1706,954.83µs
Decode,1706,4.01ms
Decode,1707,4.71ms
Encode,1707,1.20ms
Decode,1707,4.79ms
Decode,1708,4.20ms
Encode,1708,1.01ms
Decode,1708,4.73ms
Decode,1709,4.35ms
Encode,1709,924.21µs
Decode,1709,4.62ms
Decode,1710,4.28ms
Encode,1710,1.00ms
Decode,1710,5.27ms
Decode,1711,3.92ms
Encode,1711,915.83µs
Decode,1711,5.48ms
Decode,1712,4.30ms
Encode,1712,1.03ms
Decode,1712,4.22ms
Decode,1713,4.29ms
Encode,1713,979.42µs
Decode,1713,5.16ms
Decode,1714,4.58ms
Encode,1714,1.04ms
Decode,1714,4.73ms
Decode,1715,4.46ms
Encode,1715,1.07ms
Decode,1715,3.67ms
Decode,1716,4.56ms
Encode,1716,1.03ms
Decode,1716,3.95ms
Decode,1717,4.26ms
Encode,1717,892.13µs
Decode,1717,5.02ms
Decode,1718,3.57ms
Encode,1718,1.22ms
Decode,1718,3.86ms
Decode,1719,4.32ms
Encode,1719,976.67µs
Decode,1719,3.95ms
Decode,1720,3.62ms
Encode,1720,944.38µs
Decode,1720,3.77ms
Decode,1721,3.77ms
Encode,1721,1.01ms
Decode,1721,3.72ms
Decode,1722,3.48ms
Encode,1722,880.38µs
Decode,1722,3.98ms
Decode,1723,4.04ms
Encode,1723,895.08µs
Decode,1723,3.94ms
Decode,1724,3.75ms
Encode,1724,838.92µs
Decode,1724,3.97ms
Decode,1725,3.65ms
Encode,1725,851.88µs
Decode,1725,4.22ms
Decode,1726,3.93ms
Encode,1726,1.03ms
Decode,1726,4.12ms
Decode,1727,3.67ms
Encode,1727,1.07ms
Decode,1727,4.16ms
Decode,1728,3.64ms
Encode,1728,826.50µs
Decode,1728,3.85ms
Encode,1730,1.25ms
Decode,1730,4.75ms
Decode,1731,4.40ms
Encode,1731,2.04ms
Decode,1731,4.79ms
Decode,1732,5.40ms
Encode,1732,1.83ms
Decode,1732,5.42ms
Decode,1733,3.89ms
Encode,1733,1.21ms
Decode,1733,4.76ms
Decode,1734,4.98ms
Encode,1734,1.27ms
Decode,1734,4.80ms
Decode,1735,5.75ms
Encode,1735,1.18ms
Decode,1735,4.05ms
Decode,1736,5.04ms
Encode,1736,1.18ms
Decode,1736,4.20ms
Decode,1737,3.66ms
Encode,1737,992.38µs
Decode,1737,4.48ms
Decode,1738,4.21ms
Encode,1738,1.15ms
Decode,1738,4.98ms
Decode,1739,6.33ms
Encode,1739,1.09ms
Decode,1739,5.35ms
Decode,1740,3.62ms
Encode,1740,988.79µs
Decode,1740,4.08ms
Decode,1741,4.96ms
Encode,1741,1.07ms
Decode,1741,4.38ms
Decode,1742,4.62ms
Encode,1742,1.01ms
Decode,1742,3.89ms
Decode,1743,4.47ms
Encode,1743,843.75µs
Decode,1743,3.56ms
Decode,1744,3.79ms
Encode,1744,1.03ms
Decode,1744,3.70ms
Decode,1745,4.22ms
Encode,1745,1.23ms
Decode,1745,3.59ms
Decode,1746,3.74ms
Encode,1746,843.79µs
Decode,1746,3.75ms
Decode,1747,3.60ms
Encode,1747,866.17µs
Decode,1747,3.97ms
Decode,1748,4.01ms
Encode,1748,922.63µs
Decode,1748,3.76ms
Decode,1749,3.56ms
Encode,1749,929.00µs
Decode,1749,4.15ms
Decode,1750,3.68ms
Encode,1750,893.13µs
Decode,1750,3.71ms
Decode,1751,3.59ms
Encode,1751,940.00µs
Decode,1751,3.84ms
Decode,1752,3.59ms
Encode,1752,843.42µs
Decode,1752,3.99ms
Decode,1753,3.94ms
Encode,1753,889.21µs
Decode,1753,4.01ms
Decode,1754,3.99ms
Encode,1754,890.46µs
Decode,1754,3.64ms
Decode,1755,3.69ms
Encode,1755,792.46µs
Decode,1755,3.91ms
Decode,1756,3.69ms
Encode,1756,843.04µs
Decode,1756,3.64ms
Decode,1757,3.72ms
Encode,1757,971.71µs
Decode,1757,3.98ms
Decode,1758,3.90ms
Encode,1758,880.46µs
Decode,1758,4.53ms
Decode,1759,3.94ms
Encode,1759,1.13ms
Decode,1759,3.63ms
Decode,1760,3.44ms
Encode,1760,830.79µs
Decode,1760,3.78ms
Decode,1761,3.58ms
Encode,1761,821.33µs
Decode,1761,3.51ms
Decode,1762,3.60ms
Encode,1762,884.21µs
Decode,1762,3.81ms
Decode,1763,3.74ms
Encode,1763,964.67µs
Decode,1763,3.87ms
Decode,1764,4.17ms
Encode,1764,978.67µs
Decode,1764,4.06ms
Decode,1765,3.71ms
Encode,1765,877.50µs
Decode,1765,3.93ms
Decode,1766,3.87ms
Encode,1766,1.15ms
Decode,1766,4.08ms
Decode,1767,4.06ms
Encode,1767,966.25µs
Decode,1767,3.87ms
Decode,1768,4.08ms
Encode,1768,856.00µs
Decode,1768,3.77ms
Decode,1769,4.10ms
Encode,1769,1.17ms
Decode,1769,3.87ms
Decode,1770,3.91ms
Encode,1770,918.96µs
Decode,1770,3.86ms
Decode,1771,3.60ms
Encode,1771,867.46µs
Decode,1771,3.84ms
Decode,1772,3.90ms
Encode,1772,902.96µs
Decode,1772,3.83ms
Decode,1773,3.69ms
Encode,1773,850.75µs
Decode,1773,3.69ms
Decode,1774,3.96ms
Encode,1774,975.13µs
Decode,1774,3.62ms
Decode,1775,3.77ms
Encode,1775,816.58µs
Decode,1775,3.67ms
Decode,1776,3.75ms
Encode,1776,964.38µs
Decode,1776,3.82ms
Decode,1777,3.87ms
Encode,1777,1.01ms
Decode,1777,4.02ms
Decode,1778,3.60ms
Encode,1778,987.21µs
Decode,1778,4.04ms
Decode,1779,3.53ms
Encode,1779,854.04µs
Decode,1779,3.96ms
Decode,1780,3.53ms
Encode,1780,1.06ms
Decode,1780,4.07ms
Decode,1781,3.78ms
Encode,1781,836.21µs
Decode,1781,4.06ms
Decode,1782,3.68ms
Encode,1782,804.33µs
Decode,1782,4.00ms
Decode,1783,3.82ms
Encode,1783,869.25µs
Decode,1783,3.98ms
Decode,1784,3.87ms
Encode,1784,852.29µs
Decode,1784,3.73ms
Decode,1785,3.96ms
Encode,1785,897.79µs
Decode,1785,4.06ms
Decode,1786,3.77ms
Encode,1786,1.04ms
Decode,1786,3.84ms
Decode,1787,3.87ms
Encode,1787,988.17µs
Decode,1787,3.89ms
Decode,1788,3.55ms
Encode,1788,963.08µs
Decode,1788,3.48ms
Decode,1789,3.51ms
Encode,1789,948.83µs
Decode,1789,3.86ms
Decode,1790,3.93ms
Encode,1790,883.83µs
Decode,1790,3.91ms
Decode,1791,3.96ms
Encode,1791,851.00µs
Decode,1791,4.51ms
Decode,1792,4.33ms
Encode,1792,984.33µs
Decode,1792,5.17ms
Decode,1793,3.99ms
Encode,1793,865.38µs
Decode,1793,5.05ms
Decode,1794,4.23ms
Encode,1794,1.21ms
Decode,1794,4.38ms
Decode,1795,4.53ms
Encode,1795,919.00µs
Decode,1795,4.83ms
Decode,1796,3.62ms
Encode,1796,1.04ms
Decode,1796,4.45ms
Decode,1797,3.97ms
Encode,1797,866.25µs
Decode,1797,4.97ms
Decode,1798,4.39ms
Encode,1798,927.13µs
Decode,1798,3.70ms
Decode,1799,4.37ms
Encode,1799,988.21µs
Decode,1799,4.76ms
Decode,1800,4.05ms
Encode,1800,878.96µs
Decode,1800,4.02ms
Decode,1801,3.86ms
Encode,1801,832.71µs
Decode,1801,3.87ms
Decode,1802,3.93ms
Encode,1802,887.25µs
Decode,1802,3.68ms
Decode,1803,3.78ms
Encode,1803,790.96µs
Decode,1803,3.48ms
Decode,1804,4.06ms
Encode,1804,831.13µs
Decode,1804,3.69ms
Decode,1805,4.10ms
Encode,1805,959.33µs
Decode,1805,4.08ms
Decode,1806,3.70ms
Encode,1806,907.83µs
Decode,1806,3.96ms
Decode,1807,3.56ms
Encode,1807,1.04ms
Decode,1807,3.98ms
Decode,1808,3.45ms
Encode,1808,924.21µs
Decode,1808,4.10ms
Decode,1809,3.71ms
Encode,1809,813.67µs
Decode,1809,3.93ms
Decode,1810,3.91ms
Encode,1810,899.67µs
Decode,1810,4.12ms
Decode,1811,3.81ms
Encode,1811,857.96µs
Decode,1811,3.98ms
Decode,1812,3.69ms
Encode,1812,946.58µs
Decode,1812,3.88ms
Decode,1813,3.84ms
Encode,1813,964.58µs
Decode,1813,3.98ms
Decode,1814,4.18ms
Encode,1814,1.12ms
Decode,1814,3.74ms
Decode,1815,3.64ms
Encode,1815,824.92µs
Decode,1815,4.06ms
Decode,1816,3.73ms
Encode,1816,850.54µs
Decode,1816,4.14ms
Decode,1817,3.82ms
Encode,1817,843.75µs
Decode,1817,3.70ms
Decode,1818,3.78ms
Encode,1818,918.67µs
Decode,1818,4.85ms
Decode,1819,3.81ms
Encode,1819,997.71µs
Decode,1819,4.03ms
Decode,1820,3.79ms
Encode,1820,1.03ms
Decode,1820,4.26ms
Decode,1821,4.17ms
Encode,1821,952.29µs
Decode,1821,3.79ms
Decode,1822,3.79ms
Encode,1822,847.79µs
Decode,1822,4.27ms
Decode,1823,3.45ms
Encode,1823,862.17µs
Decode,1823,4.04ms
Decode,1824,3.87ms
Encode,1824,1.02ms
Decode,1824,3.62ms
Decode,1825,3.90ms
Encode,1825,1.06ms
Decode,1825,3.51ms
Decode,1826,3.84ms
Encode,1826,904.67µs
Decode,1826,3.77ms
Decode,1827,4.17ms
Encode,1827,1.66ms
Encode,1828,888.38µs
Decode,1828,3.69ms
Decode,1829,3.73ms
Encode,1829,893.50µs
Decode,1829,3.71ms
Decode,1830,3.82ms
Encode,1830,1.01ms
Decode,1830,3.83ms
Decode,1831,4.32ms
Encode,1831,860.96µs
Decode,1831,3.76ms
Decode,1832,3.91ms
Encode,1832,893.29µs
Decode,1832,3.74ms
Decode,1833,3.66ms
Encode,1833,925.96µs
Decode,1833,3.95ms
Decode,1834,3.66ms
Encode,1834,917.75µs
Decode,1834,3.33ms
Decode,1835,3.96ms
Encode,1835,922.54µs
Decode,1835,3.91ms
Decode,1836,3.85ms
Encode,1836,827.58µs
Decode,1836,3.96ms
Decode,1837,3.48ms
Encode,1837,899.75µs
Decode,1837,4.11ms
Decode,1838,3.59ms
Encode,1838,1.08ms
Decode,1838,3.88ms
Decode,1839,3.91ms
Encode,1839,918.17µs
Decode,1839,4.07ms
Decode,1840,3.68ms
Encode,1840,826.92µs
Decode,1840,4.16ms
Decode,1841,3.72ms
Encode,1841,801.83µs
Decode,1841,3.72ms
Decode,1842,3.67ms
Encode,1842,887.83µs
Decode,1842,4.09ms
Decode,1843,3.51ms
Encode,1843,809.96µs
Decode,1843,3.81ms
Decode,1844,3.54ms
Encode,1844,1.01ms
Decode,1844,4.09ms
Decode,1845,3.66ms
Encode,1845,964.58µs
Decode,1845,4.05ms
Decode,1846,3.77ms
Encode,1846,853.88µs
Decode,1846,4.03ms
Decode,1847,3.85ms
Encode,1847,843.67µs
Decode,1847,3.94ms
Decode,1848,3.95ms
Encode,1848,1.05ms
Decode,1848,3.95ms
Decode,1849,3.94ms
Encode,1849,1.01ms
Decode,1849,4.07ms
Decode,1850,3.74ms
Encode,1850,865.79µs
Decode,1850,4.00ms
Decode,1851,3.49ms
Encode,1851,993.58µs
Decode,1851,4.11ms
Decode,1852,3.76ms
Encode,1852,915.63µs
Decode,1852,4.08ms
Decode,1853,4.00ms
Encode,1853,924.13µs
Decode,1853,4.11ms
Decode,1854,3.83ms
Encode,1854,947.67µs
Decode,1854,3.72ms
Decode,1855,3.73ms
Encode,1855,966.13µs
Decode,1855,3.54ms
Decode,1856,3.74ms
Encode,1856,870.17µs
Decode,1856,4.22ms
Decode,1857,3.88ms
Encode,1857,884.79µs
Decode,1857,4.31ms
Decode,1858,3.65ms
Encode,1858,1.08ms
Decode,1858,3.86ms
Decode,1859,3.54ms
Encode,1859,890.92µs
Decode,1859,3.85ms
Decode,1860,4.27ms
Encode,1860,1.08ms
Decode,1860,3.90ms
Decode,1861,3.79ms
Encode,1861,896.88µs
Decode,1861,3.57ms
Decode,1862,3.63ms
Encode,1862,878.33µs
Decode,1862,3.62ms
Decode,1863,3.63ms
Encode,1863,889.54µs
Decode,1863,4.26ms
Decode,1864,3.51ms
Encode,1864,867.96µs
Decode,1864,4.17ms
Decode,1865,3.59ms
Encode,1865,943.79µs
Decode,1865,4.32ms
Decode,1866,3.75ms
Encode,1866,823.25µs
Decode,1866,3.92ms
Decode,1867,3.67ms
Encode,1867,839.96µs
Decode,1867,3.80ms
Decode,1868,3.62ms
Encode,1868,809.79µs
Decode,1868,3.57ms
Decode,1869,3.71ms
Encode,1869,1.05ms
Decode,1869,4.02ms
Decode,1870,3.74ms
Encode,1870,893.75µs
Decode,1870,4.37ms
Decode,1871,3.91ms
Encode,1871,918.83µs
Decode,1871,4.02ms
Decode,1872,3.77ms
Encode,1872,1.05ms
Decode,1872,4.04ms
Decode,1873,3.67ms
